shichimi togarashi;1002009;pinch,piece,g,oz,teaspoon,serving,tablespoon
refrigerated crescent rolls;93618;can,tube,package,piece,g,tin,oz,serving
gluten free elbow macaroni;10398875;g,oz
gluten free graham cracker squares;10099045;piece,g,oz
dutch processed cocoa powder;10019165;g,oz,teaspoon,cup,serving,tablespoon
reduced fat cream of mushroom soup;1006988;g,oz
semisweet chocolate chips;10019903;square,bar,package,piece,g,bag,ounce,oz,cup,tablespoon
beef flavored ramen;6982;package,g,oz,serving
refrigerated dough sheet;93738;tube,package,piece,g,roll,sheet,oz,serving
gluten free ladyfingers;99043;container,package,piece,g,box,oz
cola;14400;can,g,tin,oz,fluid ounce,cup
gluten free graham crackers;99045;piece,g,box,oz
garlic herb spreadable cheese;99250;container,g,oz,cup,tablespoon
reduced fat cream of chicken soup;6219;can,g,oz,cup
diced tomatoes with green chilies;10011885;small,can,large,g,tin,medium,oz,cup,tablespoon
cooked instant brown rice;10020049;g,oz,cup,serving
chocolate covered sunflower seeds;93641;g,oz
low fat graham crackers;10118617;square,package,piece,g,box,sheet,oz,cup,serving
chocolate covered caramel candy;19152;piece,g,bag,oz
sweetened condensed skim milk;98880;can,g,tin,oz,fluid ounce,cup,tablespoon
whole wheat crackers;18235;cracker,package,piece,g,ounce,Triscuit Bit,box,oz,cup,serving
gluten free white sandwich bread;18069;slice thin,handful,piece,slice,g,ounce,loaf,oz,cup
lasagne noodles;10620420;package,piece,g,bag,box,sheet,oz,serving
broccoli carrot cauliflower mix;11583;can,package,g,bag,box,oz,pack,cup,serving
prepared whole wheat pizza crust;93769;piece,g,oz,serving
country style beef ribs;23074;piece,g,oz
condensed cream of mushroom soup;6147;can,g,oz,cup
boneless skin on chicken breast;5057;unit,piece,g,oz,breast,cup,serving
reduced fat cream of celery soup;6218;can,g,oz,cup
pizza dough;93610;ball,can,tube,package,piece,g,recipe,tin,oz,serving
oil packed sun dried tomatoes;11956;piece,g,oz,cup
chocolate covered espresso beans;19268;package,piece,g,box,oz,cup,serving,tablespoon
low fat greek yogurt;93652;container,package,g,oz,cup,serving,tablespoon
vegetarian parmesan;1021033;cubic inch,package,g,ounce,oz,teaspoon,cup,serving,tablespoon
low fat vanilla greek yogurt;99212;container,g,oz,cup
solid white tuna packed in water;15126;can,piece,g,tin,ounce,oz,cup,serving
fat free less sodium beef broth;93741;can,carton,g,tin,box,oz,cup
sugar cookie dough;18205;tube,package,g,roll,bag,ounce,oz,serving
gluten free cheerios;99071;g,oz,cup
sardines in tomato sauce;99287;can,g,oz
cooked short grain brown rice;10020041;g,oz
peanut butter candy;19151;package,piece,g,oz,cup
bone in skin on chicken breast;1005057;piece,g,oz,cup,serving
powdered sugar substitute;99260;g,oz,teaspoon,cup,tablespoon
bone in skinless chicken thighs;1005096;package,piece,g,oz,serving,thigh with skin
ready to serve asian fried rice;93721;g,oz,cup,serving
gluten free gingersnap cookies;99069;container,package,piece,g,box,oz
refrigerated spinach tortellini;93725;package,g,box,oz,cup,serving
gluten free angel food cake mix;99204;container,package,g,box,oz
chocolate graham cracker crumbs;18608;g,oz,cup,serving
condensed cream of chicken soup;6016;can,g,oz,cup
sugar free strawberry preserves;11243028;g,jar,oz,teaspoon,cup,serving,tablespoon
pickle juice;93640;g,oz
lightly sweetened whipped cream;93814;g,oz,teaspoon,cup,serving,tablespoon
reduced fat crescent rolls;99268;can,tube,g,roll,oz
cooked whole wheat pasta shells;10020125;g,oz,cup,serving
boneless skin on chicken thighs;5091;package,piece,g,oz,serving,thigh with skin
gluten free shortbread cookies;99056;piece,g,oz,cup
rotisserie chicken;99246;piece,g,oz
whole wheat angel hair pasta;10420124;g,oz
chocolate covered coffee beans;19268;package,piece,g,box,oz,cup,serving,tablespoon
colby jack;1011;cubic inch,slice,g,ounce,oz,cup
boneless skin on turkey breast;5191;unit,piece,g,oz,breast,serving
canned chipotle chile;99223;can,piece,g,oz,teaspoon,tablespoon
evaporated cane juice;93625;g,oz,teaspoon,cup,tablespoon
montreal steak seasoning;1022034;g,oz,teaspoon,cup,serving,tablespoon
boneless chicken breast halves;1045062;piece,g,oz,serving
instant cheesecake pudding mix;99192;package,g,box,oz
sugar free raspberry preserves;11443028;g,jar,oz,teaspoon,cup,serving,tablespoon
vegetarian chicken deli slices;10016542;g,oz
low sodium vegetable broth;99253;container,g,oz,teaspoon,cup,tablespoon
95 percent lean ground beef;23557;g,oz,cup,serving
gluten free corn flakes;99072;g,oz,cup
bone in skin on chicken thighs;1005091;package,piece,g,oz,serving,thigh with skin
strawberry flavored gelatin;10219172;package,portion,g,box,oz,tablespoon
everything bagel seasoning;99241;g,oz,teaspoon,tablespoon
condensed cream of celery soup;6010;can,g,oz,cup
raspberry flavored gelatin;10319172;package,portion,g,box,oz,tablespoon
bone in skinless turkey breast;1005696;piece,g,oz,serving
fat free vanilla greek yogurt;99033;container,g,oz,cup
gluten free chocolate cake mix;99040;package,g,box,oz,cup,tablespoon
refrigerated cheese tortellini;10093727;container,package,g,bag,box,oz,packet,cup,serving
90 percent lean ground beef;23562;g,oz,cup,serving
cooked hash browns;11370;g,oz,cup,serving
roasted unsalted pumpkin seeds;12016;g,ounce,oz,cup
fresh flat leaf parsley;10211297;handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup chopped,cup,serving,tablespoon
shredded chicken;1005114;g,oz,cup,serving
whole wheat tortilla;93675;package,piece,g,oz,serving
gluten free panko;99055;g,oz,cup,tablespoon
cupcakes;18139;package,piece,cake,g,box,oz,dozen
chicken pieces;1005006;chicken,unit,piece,g,oz,cup,serving
ground chipotle chile pepper;1052009;pinch,piece,g,oz,teaspoon,serving,tablespoon
canned cannellini beans;10016051;can,g,tin,oz,cup,serving
reduced fat mozzarella;1011028;slice,g,ounce,oz,cup
asian dressing;4016;g,bottle,oz,cup,tablespoon
italian seasoned breadcrumbs;18376;package,handful,g,ounce,oz,teaspoon,cup,serving,tablespoon
m&ms;19157;g,oz,cup
instant pistachio pudding mix;19202;package,portion,g,oz
pumpkin spice pudding mix;99203;package,g,box,oz
93 percent lean ground turkey;5665;pound,g,ounce,oz,serving
apple cider vinegar;2048;g,oz,teaspoon,cup,tablespoon
reduced fat chocolate milk;1103;quart,g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
candy coated chocolate pieces;19157;g,oz,cup
creme de menthe baking pieces;99054;g,bag,oz,cup,tablespoon
orange juice concentrate;9214;can,g,oz,fluid ounce,cup
whole wheat spaghetti;10020124;package,g,bag,box,oz,cup,serving
butter flavored cooking spray;4679;spray,g,oz,serving
balsamic vinaigrette;99249;g,bottle,oz,teaspoon,cup,tablespoon
bone in chicken breast halves;1035062;piece,g,oz,serving
italian turkey sausage;7927;g,oz
gluten free funfetti cake mix;99044;g,box,oz,cup,tablespoon
dried chipotles;10098839;piece,g,oz
gluten free frozen pie crust;10018334;package,piece,g,oz
refrigerated pie crust;18334;pastry,package,piece,pie crust,g,recipe,box,oz,serving
instant chocolate pudding mix;19184;package,portion,g,box,oz
gluten free chocolate cookies;99070;container,package,piece,g,box,oz
reduced fat coleslaw dressing;42230;g,oz,cup,tablespoon
concentrated crushed tomatoes;10111887;can,g,tin,oz,teaspoon,cup,tablespoon
shredded mexican cheese blend;1001251;cup shredded,g,ounce,oz,cup
dulce de leche;98861;can,g,oz,cup,serving,tablespoon
low sodium chicken broth;6970;can,g,oz,cup,tablespoon
sugar free mini marshmallows;10099258;piece,g,oz,cup
pimento stuffed green olives;1049195;can,handful,olive,piece,g,tin,jar,oz,cup,serving,tablespoon
cooked long grain white rice;10320445;g,oz,cup,serving
gluten free sugar cookie mix;99046;g,box,oz
partially defatted soy flour;16118;g,oz,teaspoon,cup,tablespoon
unbleached all purpose flour;20581;g,oz,teaspoon,cup,tablespoon
farm raised catfish fillets;15234;piece,g,ounce,fillet,oz,serving
gluten free vanilla cake mix;99039;package,g,bag,box,oz,cup,tablespoon
artificial vanilla;1012050;drop,g,oz,dash,teaspoon,cup,serving,tablespoon
no salt added diced tomatoes;11885;small,can,large,g,tin,medium,oz,cup,tablespoon
cajun stewed tomatoes;10011533;can,piece,g,tin,oz,cup
whole wheat farfalle;11120124;package,g,bag,box,oz,cup,serving
roasted pumpkin seeds;12516;g,ounce,oz,cup,tablespoon
fire roasted tomatoes;98849;can,g,oz,cup
sugar free apricot preserves;11343028;g,jar,oz,teaspoon,cup,serving,tablespoon
cooked gluten free spaghetti;10098876;g,oz,cup,serving
unseasoned rice vinegar;1022053;g,oz,teaspoon,cup,serving,tablespoon
nondairy butter;4628;g,oz,teaspoon,cup,tablespoon
gluten free macaroni;10398875;g,oz
lean strip steak;23585;pound,piece,g,ounce,oz,serving
ground all white meat turkey;1005662;patty,pound,g,ounce,oz,cup,serving
canned whole tomatoes;10011531;small,can,large,piece,g,medium,oz,cup,tablespoon
chocolate digestive biscuits;18174;cracker,g,ounce,oz
cooked long grain brown rice;20037;g,oz,cup,serving
miniature peanut butter cups;10019150;piece,g,oz,cup
cooked whole wheat spaghetti;10120125;g,oz,cup,serving
unsweetened shredded coconut;10012108;g,oz,cup,serving,tablespoon
gluten free cornbread mix;99049;package,g,bag,box,oz,cup,tablespoon
dried sweetened cranberries;9079;handful,g,oz,cup,serving,tablespoon
80 percent lean ground beef;10123572;g,oz
sugar free cherry preserves;11343028;g,jar,oz,teaspoon,cup,serving,tablespoon
part skim mozzarella cheese;1028;slice,g,ounce,oz,cup
sugar free strawberry jelly;10343028;g,jar,oz,teaspoon,cup,serving,tablespoon
kosher dill sandwich slices;10211937;piece,g,jar,oz,cup,serving
chocolate sandwich cookies;18166;package,cookie,piece,g,box,oz,cup
lemonade concentrate;14292;can,g,oz,fluid ounce
condensed french onion soup;6354;g,oz
gluten free yellow cake mix;99042;package,g,box,oz,cup,tablespoon
whole wheat lasagne noodles;10120124;package,piece,g,bag,box,sheet,oz,serving
expeller pressed canola oil;1024582;quart,gallon,g,oz,teaspoon,cup,serving,tablespoon
canned great northern beans;16026;can,g,tin,oz,cup,serving
gluten free pizza dough mix;99067;package,g,bag,box,oz,cup
reduced fat parmesan cheese;1204;g,ounce,oz,cup,tablespoon
sliced chicken breast;7961;slice,g,oz
fudge ice cream topping;19348;g,oz,cup,tablespoon
reduced fat evaporated milk;98993;can,g,oz,cup,tablespoon
skinless chicken drumsticks;5071;piece,g,oz,cup,serving
skinless rotisserie chicken;5342;piece,g,ounce,oz,breast,cup,serving
no calorie sweetener packet;19868;g,oz,packet,teaspoon,cup,serving,tablespoon
cooked black lentils;10093718;g,oz,cup,serving
scotch bonnet chili;10011819;piece,g,oz
cooked gluten free farfalle;10198876;g,oz,cup,serving
green hot sauce;1006168;drop,g,jar,oz,dash,dashe,teaspoon,cup,serving,tablespoon
gluten free hamburger bun;99059;piece,g,oz,serving
whole wheat hamburger bun;18351;piece,g,roll,ounce,oz,serving
unsalted sweet butter;1001145;pat,g,stick,oz,teaspoon,cup,serving,tablespoon
skim milk mozzarella;42304;g,oz,cup
skinless chicken leg;5080;piece,g,oz,cup,leg,serving
dried red kidney beans;10016032;g,oz,cup,serving,tablespoon
85 percent lean ground beef;23567;g,oz,cup,serving
instant vanilla pudding mix;19206;package,portion,g,box,oz
gluten free lasagne noodles;99052;package,piece,g,bag,box,sheet,oz,serving
whole cranberry sauce;9081;can,slice,g,jar,oz,cup,serving,tablespoon
light chocolate ice cream;19114;unit,scoop,g,oz,cup,serving
amaranth flour;93763;g,oz,cup,tablespoon
cooked instant white rice;20049;g,oz,cup,serving
vegetable oil cooking spray;4679;spray,g,oz,serving
lemon;9150;wedge or slice,piece,slice,fruit,g,wedge,oz,NLEA serving,cup,serving
bittersweet chocolate chips;10019071;package,g,bag,oz,cup,tablespoon
sweet potato vermicelli;99031;g,oz
whole wheat english muffins;18266;piece,g,ounce,oz,muffin,serving
aluminum free baking powder;18370;sachet,pinch,envelope,g,oz,packet,teaspoon,tablespoon
veggie sausage patties;98972;g,oz
parmigiano reggiano;1033;cubic inch,package,g,ounce,oz,teaspoon,cup,serving,tablespoon
gluten free white cake mix;99041;package,g,bag,box,oz,cup,tablespoon
dried black lentils;93718;g,oz,cup,serving
cooked pastina;10093647;g,oz,cup,serving
orange flavored gelatin;10119172;package,portion,g,box,oz,tablespoon
whole wheat wrap;93675;package,piece,g,oz,serving
sundried tomato wrap;99019;g,oz
italian salad dressing mix;93670;envelope,package,g,oz,pack,teaspoon,tablespoon
cooked cellophane noodles;10016082;g,oz,cup,serving
sugar free chocolate syrup;99259;g,oz,tablespoon
cooked short grain rice;10120053;g,oz,cup,serving
light salad dressing;4011;g,oz,cup,tablespoon
sunflower kernels;12036;g,ounce,oz,teaspoon,cup,tablespoon
low fat ricotta cheese;1037;g,ounce,oz,cup
cooked beef patties;23569;patty,piece,g,oz,serving
marinated artichoke hearts;93828;can,piece,g,jar,oz,cup,serving
sugar free chocolate chips;99211;g,bag,oz,teaspoon,cup,tablespoon
unsweetened coconut flakes;12108;g,ounce,oz,teaspoon,cup,serving,tablespoon
sugar free pancake syrup;99301;g,oz,teaspoon,cup,serving,tablespoon
whole wheat ravioli;98868;can,package,piece,g,bag,jar,oz,cup,serving
cooked whole wheat pasta;20125;g,oz,cup,serving
smoked sausage;7916;piece,g,oz,cup,serving
crushed shortbread cookies;10218192;package,cookie,piece,g,bag,ounce,box,oz,serving
oven ready lasagne noodles;12420420;package,piece,g,box,sheet,oz,serving
cooked orecchiette;10820421;g,oz,cup,serving
lean ground beef;23557;g,oz,cup,serving
whole wheat elbow macaroni;10220124;package,g,box,oz,cup,serving
low carb tortilla;99086;g,oz
chicken tenderloins;1015062;piece,g,oz,serving
cooked gluten free fusili;10298876;g,oz,cup,serving
sesame seed burger bun;10018350;package,piece,g,roll,ounce,oz,serving
cooked quick cooking grits;8164;g,oz,cup,serving
butter lettuce leaves;10011250;piece,g,oz
cooked mostaccioli;12120421;g,oz,cup,serving
sugar free blueberry jelly;10243028;g,jar,oz,teaspoon,cup,serving,tablespoon
extra sharp cheddar cheese;1021009;cubic inch,slice,g,ounce,oz,cup,serving,tablespoon
seasoned rice vinegar;1032053;g,oz,teaspoon,cup,serving,tablespoon
clabber girl baking powder;10218369;sachet,pinch,envelope,g,oz,packet,teaspoon,tablespoon
dried great northern beans;16024;g,oz,cup,serving
reduced sodium tomato soup;6956;can,g,oz,cup
canned green chiles;11980;can,g,oz,cup,tablespoon
strawberry jello;10219172;package,portion,g,box,oz,tablespoon
vegetable shortening;4615;g,oz,cup,tablespoon
frozen low fat waffles;18505;round waffle,piece,g,oz,serving
low fat vanilla yogurt;1001119;container,g,oz,teaspoon,cup,tablespoon
chocolate crumb crust;28111;g,oz
shredded mozzarella;1001026;package,g,bag,oz,cup
sugar free raspberry jelly;10443028;g,jar,oz,teaspoon,cup,serving,tablespoon
limeade concentrate;14303;g,oz,fluid ounce
cooked medium grain rice;10220053;g,oz
light asian dressing;99216;g,bottle,oz,cup,tablespoon
red skinned sweet potato;11508;small,large,piece,g,medium,oz,cup
bone in bison short ribs;10093795;g,oz
buttermilk biscuits;18009;container,small,package,large,g,medium,oz,can,tube,piece,tin,ounce,biscuit
macaroni and cheese;32004;package,g,box,oz
tri color tortilla chipps;99103;g,oz
hamburger bun;18350;package,piece,g,roll,ounce,oz,serving
vinaigrette;4135;g,bottle,oz,cup,tablespoon
low fat cottage cheese;1016;container,tub,g,ounce,oz,cup,serving,tablespoon
cherry flavored gelatin;10419172;package,portion,g,box,oz,tablespoon
chicken drumsticks;5066;piece,g,oz,cup,serving
aged balsamic vinegar;1002069;g,oz,teaspoon,cup,serving,tablespoon
cooked gluten free pasta;98876;g,oz,cup,serving
sugar free syrup;12711111;g,oz
sweetened shredded coconut;12179;package,g,oz,cup,serving,tablespoon
dried arbol chile;11962;pepper,piece,g,oz,cup
fat free greek yogurt;1011256;container,tub,g,oz,cup,serving,tablespoon
cooked angel hair pasta;10020421;g,oz,cup,serving
cooked spinach tortellini;93725;package,g,box,oz,cup,serving
blanched slivered almonds;10012062;g,oz,teaspoon,cup,tablespoon
pickled jalapenos;11632;pepper,can,piece,g,oz,teaspoon,cup,tablespoon
yellow miso;10216112;g,oz,teaspoon,cup,tablespoon
thai chili;11670;pepper,piece,g,oz,cup
low fat chocolate milk;1104;quart,g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
fat free parmesan cheese;1185;g,oz,teaspoon,cup,tablespoon
chicken bouillon granules;1006080;g,oz,teaspoon,tablespoon
bison sirloin tip roast;10117267;g,oz
whole grain dijon mustard;1012046;g,oz,teaspoon,cup,serving,tablespoon
whole wheat hot dog bun;10018351;piece,g,oz,serving
turkey tenderloin;99008;piece,g,oz,serving
gluten free fusili;10298875;package,g,bag,box,oz,cup,serving
vegan buttery spread;4673;g,stick,oz,cup,serving,tablespoon
sweet butter;1011001;pat,knob,g,stick,oz,teaspoon,cup,serving,tablespoon
cooked quinoa;20137;g,oz,cup,serving
quick cooking oats;8402;g,oz,cup,serving,tablespoon
reduced fat cream cheese;43274;container,package,g,block,oz,cup,tablespoon
mini chocolate chips;10019146;package,handful,g,bag,oz,cup,tablespoon
reduced fat creme fraiche;99276;g,oz
dark chocolate bar;10019904;square,bar,piece,g,ounce,oz,teaspoon,cup,tablespoon
diced green chiles;10011980;can,g,oz,cup,tablespoon
whole wheat penne;99182;g,oz
dark chocolate couverture;10099277;g,oz
cooked rolled oats;8121;g,ounce,oz,packet,cup,serving,tablespoon
instant lemon pudding mix;19332;container,package,portion,g,box,oz
american cheese;1253;cubic inch,piece,slice,g,ounce,oz,cup
light vanilla ice cream;19088;scoop,g,oz,cup,serving
chocolate hazelnut spread;19125;g,oz,teaspoon,cup,serving,tablespoon
cocktail turkey sausages;99035;package,piece,g,link,oz
any color food color;10711111;drop,g,oz,teaspoon,tablespoon
caramel sauce;19364;can,g,tin,oz,teaspoon,cup,serving,tablespoon
whole wheat fusilli;99181;g,oz
reduced fat peanut butter;16150;glug,g,oz,cup,tablespoon
sausage patties;1047063;tray,package,piece,g,box,oz,serving
splenda brown sugar blend;98842;g,oz,teaspoon,cup,tablespoon
chinese five spice;1002002;g,oz,teaspoon,tablespoon
canned white kidney beans;10116034;can,g,tin,oz,cup,serving
chocolate covered raisins;19127;piece,g,oz,cup
cooked udon noodles;10098966;g,oz,cup,serving
cooked quick cooking oats;8123;g,ounce,oz,packet,cup,serving,tablespoon
low fat half and half;98909;g,oz,teaspoon,cup,tablespoon
rolled oats;1008120;g,oz
ice cream sandwiches;98882;package,piece,g,box,oz
cooked jumbo pasta shells;10520421;package,g,box,oz,cup,serving
sugar free blackberry jam;11143028;g,jar,oz,teaspoon,cup,serving,tablespoon
sugar free strawberry jam;11043028;g,jar,oz,teaspoon,cup,serving,tablespoon
curly leaf lettuce leaves;10011253;piece,g,oz,cup
pineapple chunks;1029354;can,g,oz
freeze dried strawberries;98946;g,oz
unsweetened coconut;12108;g,ounce,oz,teaspoon,cup,serving,tablespoon
silver tequila;10099314;g,oz,serving,shot
low sodium beef broth;10093741;can,carton,g,tin,box,oz,cup
lemon flavored gelatin;19172;package,portion,g,box,oz,tablespoon
maraschino liqueur;99196;g,oz,teaspoon,cup,tablespoon
gluten free hot dog bun;99058;piece,g,oz,serving
queso fresco;1228;cup crumbled,g,oz
artichoke hearts;99242;can,g,oz,cup
dry ranch dressing mix;93733;envelope,package,g,oz,packet,teaspoon,tablespoon
sugar free raspberry jam;10643028;g,jar,oz,teaspoon,cup,serving,tablespoon
gluten free french bread;99051;piece,g,oz,serving
instant white rice;20048;g,oz,cup,serving
butter crackers;18621;cracker,package,piece,g,ounce,Triscuit Bit,box,oz,cup,serving
whipped cream stabilizer;99269;envelope,g,bag,oz,packet,teaspoon
peanut butter cookie mix;99047;package,pouch,g,box,oz
dried cannellini beans;10016049;g,oz,cup,serving
fat free vanilla yogurt;43261;container,g,oz,cup
portobello mushroom caps;11265;package,piece,piece whole,g,oz,cup diced,cup
haricots verts;10111052;can,handful,piece,g,tin,bunch,oz,bean,cup,serving
light coconut milk;99009;can,g,oz,cup,tablespoon
lower sodium soy sauce;16424;g,oz,teaspoon,cup,tablespoon
cooked farfalle;10120421;g,oz,cup,serving
vital wheat gluten;48052;g,oz,teaspoon,cup,tablespoon
gluten free pie dough;93826;container,tub,ball,package,quantity,prepared,g,recipe,oz,serving
cherry tomato;10311529;container,package,handful,piece,g,half pint,pint,oz,cup,serving
cooked yellow split peas;16086;g,oz,cup,serving,tablespoon
dried shiitake mushrooms;11268;piece,g,oz,mushroom,cup
thousand island dressing;4017;g,oz,cup,serving,tablespoon
real bacon pieces;99229;package,g,oz,teaspoon,cup,tablespoon
nonfat plain yogurt;1118;container,g,oz,teaspoon,cup,tablespoon
red bean paste;99082;g,oz
sweetened coconut flakes;12109;g,ounce,oz,cup
reduced fat swiss cheese;43589;cubic inch,piece,slice,g,oz,cup,tablespoon
korean bbq marinade;99000;g,oz
fat free ricotta cheese;93630;g,oz,cup
instant brown rice;10020048;g,oz,cup,serving
white miso;10116112;g,oz,teaspoon,cup,tablespoon
peppermint crunch;98858;g,oz
low sodium baking powder;18371;sachet,pinch,envelope,g,oz,packet,teaspoon,tablespoon
gluten free stuffing mix;99078;g,oz
whole wheat breadcrumbs;99025;package,handful,g,ounce,oz,teaspoon,cup,serving,tablespoon
dried spinach tortellini;93724;package,g,bag,box,oz,cup,serving
graham cracker pie crust;18942;piece,g,ounce,oz,crust,serving
fiori di sicilia;13611111;g,oz
string cheese;98970;piece,g,oz
red flesh navel orange;1009202;g,oz
nutritional yeast flakes;93690;pinch,g,oz,teaspoon,cup,tablespoon
mandarin orange sections;9383;can,piece,g,oz,cup
unsweetened cocoa powder;19165;g,oz,teaspoon,cup,serving,tablespoon
crispy chow mein noodles;20113;cup dry,g,ounce,oz,cup,serving
fat free whipped topping;1200;container,tub,carton,g,oz,cup,serving,tablespoon
whole wheat pasta shells;10320124;package,g,bag,box,oz,cup,serving
sazon completa;98999;g,oz,packet,teaspoon,tablespoon
flat leaf parsley;10311297;handful,piece,leave,g,sprig,bunch,oz,teaspoon,cup chopped,cup,serving,tablespoon
dried white kidney beans;16027;g,oz,cup,serving
vegetable bouillon cube;98845;piece,g,cube,oz
cranberry juice cocktail;14242;g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
boneless beef short ribs;13149;pound,g,ounce,oz
veggie burger;16147;patty,pattie,piece,g,oz,serving
whole wheat pastry flour;10020080;g,oz,teaspoon,cup,tablespoon
sliced swiss cheese;1040;cubic inch,piece,slice,g,ounce,oz,cup,tablespoon
cooked chow mein noodles;10093803;g,oz,cup,serving
aji amarillo chili paste;1006973;g,oz,teaspoon,cup,tablespoon
chocolate protein powder;99075;scoop,g,oz,teaspoon,cup,serving,tablespoon
gluten free breadcrumbs;93694;g,oz,cup,serving
shiitake mushrooms;11238;container,package,piece,piece whole,g,oz,cup
unsweetened coconut milk;12117;can,piece,g,tin,oz,teaspoon,cup,tablespoon
risotto rice;10020052;g,oz,cup,serving
angel food cake;18088;piece,slice,g,oz,tube cake,serving
boneless pork loin;10225;pound,piece,g,oz,roast
sweetened condensed milk;1095;can,g,tin,oz,fluid ounce,cup,tablespoon
block style cream cheese;1186;piece,g,block,oz,cup,tablespoon
low fat plain yogurt;1117;container,g,oz,teaspoon,cup,tablespoon
cooked cheese tortellini;93727;container,package,g,bag,box,oz,packet,cup,serving
jerk seasoning;1012009;pinch,piece,g,oz,teaspoon,serving,tablespoon
ribeye steak;10023232;steak,piece,g,oz,serving
1 percent chocolate milk;1103;quart,g,oz,teaspoon,fluid ounce,cup,serving,tablespoon
low sodium chicken stock;1006970;can,g,oz,cup,tablespoon
brown rice pasta;99038;square,package,piece,g,bag,ounce,box,sheet,nest,oz,cup,serving
lime flavored gelatin;19172;package,portion,g,box,oz,tablespoon
mackerel fillets;10015050;piece,g,ounce,fillet,oz,serving
teriyaki sauce;6112;g,oz,fluid ounce,cup,tablespoon
butterscotch pudding mix;10019206;package,portion,g,box,oz
roasted red peppers;11916;can,piece,g,jar,oz,cup
sugar free blueberry jam;10743028;g,jar,oz,teaspoon,cup,serving,tablespoon
short grain brown rice;10020040;g,oz,cup
milky way;19135;bar king size,bar fun size,king size,piece,g,miniature,oz,fun size
bocconcini;93790;tub,ball,piece,g,pint,oz,cup,serving
fresh mozzarella;1021026;container,ball,package,slice,g,ounce,oz,cup,serving
olive oil spray;1004679;spray,g,oz,serving
dried cheese tortellini;10093726;g,oz
chipotle pepper flakes;1082009;g,oz
distilled white vinegar;2053;g,oz,teaspoon,cup,serving,tablespoon
boneless pork rib roast;10194;pound,g,chop,oz
whole grain spelt flour;10093823;g,oz
